Year,Obs Date,Weir Count Type,Maturity,Count
1990,9/24/1990,Counted live,Adult,8
1990,9/25/1990,Counted live,Adult,13
1990,9/27/1990,Counted live,Adult,8
1990,9/28/1990,Counted live,Adult,10
1990,9/29/1990,Counted live,Adult,11
1990,9/30/1990,Counted live,Adult,18
1990,10/1/1990,Counted live,Adult,22
1990,10/2/1990,Counted live,Adult,13
1990,10/3/1990,Counted live,Adult,23
1990,10/4/1990,Counted live,Adult,8
1990,10/5/1990,Counted live,Adult,67
1990,10/6/1990,Counted live,Adult,31
1990,10/7/1990,Counted live,Adult,8
1990,10/8/1990,Counted live,Adult,4
1990,10/9/1990,Counted live,Adult,9
1990,10/10/1990,Counted live,Adult,8
1990,10/11/1990,Counted live,Adult,10
1990,10/12/1990,Counted live,Adult,40
1990,10/13/1990,Counted live,Adult,12
1990,10/14/1990,Counted live,Adult,8
1990,10/16/1990,Counted live,Adult,153
1990,10/17/1990,Counted live,Adult,2
1990,10/18/1990,Counted live,Adult,38
1990,10/19/1990,Counted live,Adult,41
1990,10/20/1990,Counted live,Adult,2
1990,10/21/1990,Counted live,Adult,6
1990,10/22/1990,Counted live,Adult,3
1990,10/23/1990,Counted live,Adult,2
1991,7/25/1991,Counted live,Adult,1
1991,7/30/1991,Counted live,Adult,1
1991,8/3/1991,Counted live,Adult,3
1991,8/8/1991,Counted live,Adult,3
1991,8/11/1991,Counted live,Adult,1
1991,8/13/1991,Counted live,Adult,2
1991,8/14/1991,Counted live,Adult,1
1991,8/16/1991,Counted live,Adult,1
1991,8/17/1991,Counted live,Adult,3
1991,8/19/1991,Counted live,Adult,1
1991,8/20/1991,Counted live,Adult,5
1991,8/21/1991,Counted live,Adult,1
1991,8/22/1991,Counted live,Adult,1
1991,8/23/1991,Counted live,Adult,3
1991,8/24/1991,Counted live,Adult,9
1991,8/25/1991,Counted live,Adult,4
1991,8/26/1991,Counted live,Adult,3
1991,8/29/1991,Counted live,Adult,2
1991,8/30/1991,Counted live,Adult,8
1991,8/31/1991,Counted live,Adult,10
1991,9/1/1991,Counted live,Adult,6
1991,9/2/1991,Counted live,Adult,7
1991,9/3/1991,Counted live,Adult,2
1991,9/4/1991,Counted live,Adult,2
1991,9/5/1991,Counted live,Adult,15
1991,9/6/1991,Counted live,Adult,23
1991,9/7/1991,Counted live,Adult,1
1991,9/8/1991,Counted live,Adult,24
1991,9/9/1991,Counted live,Adult,16
1991,9/10/1991,Counted live,Adult,23
1991,9/11/1991,Counted live,Adult,24
1991,9/12/1991,Counted live,Adult,153
1991,9/13/1991,Counted live,Adult,105
1991,9/14/1991,Counted live,Adult,57
1991,9/15/1991,Counted live,Adult,60
1991,9/16/1991,Counted live,Adult,46
1991,9/17/1991,Counted live,Adult,65
1991,9/18/1991,Counted live,Adult,54
1991,9/19/1991,Counted live,Adult,53
1991,9/20/1991,Counted live,Adult,34
1991,9/21/1991,Counted live,Adult,13
1991,9/22/1991,Counted live,Adult,21
1991,9/23/1991,Counted live,Adult,62
1991,9/24/1991,Counted live,Adult,81
1991,9/25/1991,Counted live,Adult,17
1991,9/26/1991,Counted live,Adult,20
1991,9/27/1991,Counted live,Adult,63
1991,9/28/1991,Counted live,Adult,61
1991,9/29/1991,Counted live,Adult,55
1991,9/30/1991,Counted live,Adult,28
1991,10/1/1991,Counted live,Adult,39
1991,10/2/1991,Counted live,Adult,22
1991,10/3/1991,Counted live,Adult,13
1991,10/4/1991,Counted live,Adult,9
1991,10/5/1991,Counted live,Adult,27
1991,10/6/1991,Counted live,Adult,14
1991,10/7/1991,Counted live,Adult,37
1991,10/8/1991,Counted live,Adult,15
1991,10/9/1991,Counted live,Adult,1
1992,7/19/1992,Counted live,Adult,1
1992,7/28/1992,Counted live,Adult,2
1992,8/6/1992,Counted live,Adult,1
1992,8/7/1992,Counted live,Adult,1
1992,8/8/1992,Counted live,Adult,1
1992,8/9/1992,Counted live,Adult,1
1992,8/13/1992,Counted live,Adult,1
1992,8/16/1992,Counted live,Adult,1
1992,8/17/1992,Counted live,Adult,1
1992,8/18/1992,Counted live,Adult,1
1992,8/19/1992,Counted live,Adult,1
1992,8/20/1992,Counted live,Adult,2
1992,8/24/1992,Counted live,Adult,3
1992,8/25/1992,Counted live,Adult,1
1992,8/27/1992,Counted live,Adult,1
1992,8/28/1992,Counted live,Adult,2
1992,8/30/1992,Counted live,Adult,4
1992,8/31/1992,Counted live,Adult,5
1992,9/1/1992,Counted live,Adult,4
1992,9/2/1992,Counted live,Adult,2
1992,9/3/1992,Counted live,Adult,1
1992,9/4/1992,Counted live,Adult,5
1992,9/5/1992,Counted live,Adult,9
1992,9/6/1992,Counted live,Adult,6
1992,9/7/1992,Counted live,Adult,4
1992,9/8/1992,Counted live,Adult,6
1992,9/9/1992,Counted live,Adult,49
1992,9/10/1992,Counted live,Adult,31
1992,9/11/1992,Counted live,Adult,24
1992,9/12/1992,Counted live,Adult,20
1992,9/13/1992,Counted live,Adult,73
1992,9/14/1992,Counted live,Adult,14
1992,9/15/1992,Counted live,Adult,5
1992,9/16/1992,Counted live,Adult,42
1992,9/17/1992,Counted live,Adult,105
1992,9/18/1992,Counted live,Adult,19
1992,9/19/1992,Counted live,Adult,58
1992,9/20/1992,Counted live,Adult,17
1992,9/21/1992,Counted live,Adult,38
1992,9/22/1992,Counted live,Adult,46
1992,9/23/1992,Counted live,Adult,48
1992,9/24/1992,Counted live,Adult,26
1992,9/25/1992,Counted live,Adult,11
1992,9/26/1992,Counted live,Adult,22
1992,9/27/1992,Counted live,Adult,55
1992,9/28/1992,Counted live,Adult,27
1992,10/1/1992,Counted live,Adult,18
1992,10/2/1992,Counted live,Adult,11
1992,10/3/1992,Counted live,Adult,46
1992,10/4/1992,Counted live,Adult,23
1992,10/5/1992,Counted live,Adult,16
1992,10/6/1992,Counted live,Adult,31
1992,10/7/1992,Counted live,Adult,8
1992,10/8/1992,Counted live,Adult,2
1992,10/9/1992,Counted live,Adult,4
1992,10/10/1992,Counted live,Adult,1
1992,10/13/1992,Counted live,Adult,19
1992,10/14/1992,Counted live,Adult,10
1992,10/15/1992,Counted live,Adult,5
1992,10/16/1992,Counted live,Adult,12
1992,10/17/1992,Counted live,Adult,15
1992,10/18/1992,Counted live,Adult,4
1992,10/23/1992,Counted live,Adult,1
1992,10/24/1992,Counted live,Adult,2
1992,10/25/1992,Counted live,Adult,1
1993,7/26/1993,Counted live,Adult,1
1993,8/1/1993,Counted live,Adult,1
1993,8/2/1993,Counted live,Adult,1
1993,8/4/1993,Counted live,Adult,1
1993,8/5/1993,Counted live,Adult,1
1993,8/9/1993,Counted live,Adult,1
1993,8/19/1993,Counted live,Adult,1
1993,8/21/1993,Counted live,Adult,1
1993,8/23/1993,Counted live,Adult,2
1993,8/25/1993,Counted live,Adult,1
1993,8/26/1993,Counted live,Adult,1
1993,8/27/1993,Counted live,Adult,7
1993,8/28/1993,Counted live,Adult,5
1993,8/29/1993,Counted live,Adult,13
1993,8/30/1993,Counted live,Adult,4
1993,8/31/1993,Counted live,Adult,12
1993,9/1/1993,Counted live,Adult,1
1993,9/2/1993,Counted live,Adult,8
1993,9/3/1993,Counted live,Adult,13
1993,9/4/1993,Counted live,Adult,5
1993,9/5/1993,Counted live,Adult,12
1993,9/6/1993,Counted live,Adult,12
1993,9/7/1993,Counted live,Adult,13
1993,9/8/1993,Counted live,Adult,3
1993,9/9/1993,Counted live,Adult,4
1993,9/11/1993,Counted live,Adult,4
1993,9/12/1993,Counted live,Adult,5
1993,9/13/1993,Counted live,Adult,12
1993,9/14/1993,Counted live,Adult,2
1993,9/15/1993,Counted live,Adult,13
1993,9/16/1993,Counted live,Adult,7
1993,9/17/1993,Counted live,Adult,6
1993,9/18/1993,Counted live,Adult,7
1993,9/19/1993,Counted live,Adult,7
1993,9/20/1993,Counted live,Adult,4
1993,9/21/1993,Counted live,Adult,2
1993,9/22/1993,Counted live,Adult,2
1993,9/23/1993,Counted live,Adult,14
1993,9/24/1993,Counted live,Adult,24
1993,9/25/1993,Counted live,Adult,35
1993,9/26/1993,Counted live,Adult,47
1993,9/27/1993,Counted live,Adult,84
1993,9/28/1993,Counted live,Adult,44
1993,9/29/1993,Counted live,Adult,45
1993,9/30/1993,Counted live,Adult,59
1993,10/1/1993,Counted live,Adult,42
1993,10/2/1993,Counted live,Adult,15
1993,10/3/1993,Counted live,Adult,16
1993,10/4/1993,Counted live,Adult,27
1993,10/5/1993,Counted live,Adult,31
1993,10/6/1993,Counted live,Adult,33
1993,10/7/1993,Counted live,Adult,8
1993,10/8/1993,Counted live,Adult,5
1993,10/9/1993,Counted live,Adult,5
1993,10/10/1993,Counted live,Adult,3
1993,10/11/1993,Counted live,Adult,9
1993,10/12/1993,Counted live,Adult,9
1993,10/13/1993,Counted live,Adult,6
1993,10/14/1993,Counted live,Adult,3
1993,10/15/1993,Counted live,Adult,1
1993,10/18/1993,Counted live,Adult,8
1993,10/19/1993,Counted live,Adult,2
1993,10/20/1993,Counted live,Adult,1
1993,10/22/1993,Counted live,Adult,21
1993,10/23/1993,Counted live,Adult,10
1993,10/24/1993,Counted live,Adult,11
1993,10/25/1993,Counted live,Adult,8
1993,10/26/1993,Counted live,Adult,13
1993,10/27/1993,Counted live,Adult,7
1993,10/28/1993,Counted live,Adult,5
1993,10/29/1993,Counted live,Adult,5
1993,10/30/1993,Counted live,Adult,5
1993,10/31/1993,Counted live,Adult,5
1993,11/1/1993,Counted live,Adult,4
1993,11/3/1993,Counted live,Adult,48
1994,8/2/1994,Counted live,Adult,2
1994,8/6/1994,Counted live,Adult,4
1994,8/7/1994,Counted live,Adult,1
1994,8/8/1994,Counted live,Adult,1
1994,8/11/1994,Counted live,Adult,1
1994,8/12/1994,Counted live,Adult,1
1994,8/13/1994,Counted live,Adult,1
1994,8/14/1994,Counted live,Adult,1
1994,8/15/1994,Counted live,Adult,2
1994,8/17/1994,Counted live,Adult,1
1994,8/20/1994,Counted live,Adult,4
1994,8/21/1994,Counted live,Adult,2
1994,8/22/1994,Counted live,Adult,11
1994,8/23/1994,Counted live,Adult,15
1994,8/24/1994,Counted live,Adult,10
1994,8/25/1994,Counted live,Adult,3
1994,8/26/1994,Counted live,Adult,28
1994,8/27/1994,Counted live,Adult,18
1994,8/28/1994,Counted live,Adult,15
1994,8/29/1994,Counted live,Adult,25
1994,8/30/1994,Counted live,Adult,16
1994,8/31/1994,Counted live,Adult,30
1994,9/1/1994,Counted live,Adult,11
1994,9/2/1994,Counted live,Adult,21
1994,9/3/1994,Counted live,Adult,19
1994,9/4/1994,Counted live,Adult,14
1994,9/5/1994,Counted live,Adult,13
1994,9/6/1994,Counted live,Adult,20
1994,9/7/1994,Counted live,Adult,25
1994,9/8/1994,Counted live,Adult,20
1994,9/9/1994,Counted live,Adult,4
1994,9/10/1994,Counted live,Adult,58
1994,9/11/1994,Counted live,Adult,70
1994,9/12/1994,Counted live,Adult,37
1994,9/13/1994,Counted live,Adult,2
1994,9/16/1994,Counted live,Adult,23
1994,9/17/1994,Counted live,Adult,24
1994,9/18/1994,Counted live,Adult,19
1994,9/19/1994,Counted live,Adult,36
1994,9/20/1994,Counted live,Adult,94
1994,9/21/1994,Counted live,Adult,107
1994,9/22/1994,Counted live,Adult,113
1994,9/23/1994,Counted live,Adult,25
1994,9/24/1994,Counted live,Adult,33
1994,9/25/1994,Counted live,Adult,43
1994,9/26/1994,Counted live,Adult,37
1994,9/27/1994,Counted live,Adult,49
1994,9/28/1994,Counted live,Adult,16
1994,9/29/1994,Counted live,Adult,26
1994,9/30/1994,Counted live,Adult,16
1994,10/1/1994,Counted live,Adult,32
1994,10/2/1994,Counted live,Adult,21
1994,10/3/1994,Counted live,Adult,23
1994,10/4/1994,Counted live,Adult,9
1994,10/5/1994,Counted live,Adult,9
1994,10/6/1994,Counted live,Adult,7
1994,10/7/1994,Counted live,Adult,7
1994,10/8/1994,Counted live,Adult,8
1994,10/9/1994,Counted live,Adult,7
1994,10/10/1994,Counted live,Adult,6
1994,10/11/1994,Counted live,Adult,6
1994,10/12/1994,Counted live,Adult,21
1994,10/13/1994,Counted live,Adult,11
1994,10/14/1994,Counted live,Adult,15
1994,10/15/1994,Counted live,Adult,3
1994,10/16/1994,Counted live,Adult,129
1994,10/17/1994,Counted live,Adult,21
1994,10/18/1994,Counted live,Adult,13
1994,10/19/1994,Counted live,Adult,6
1994,10/20/1994,Counted live,Adult,23
1994,10/21/1994,Counted live,Adult,33
1994,10/22/1994,Counted live,Adult,27
1994,10/23/1994,Counted live,Adult,49
1994,10/24/1994,Counted live,Adult,11
1994,10/25/1994,Counted live,Adult,10
1994,10/26/1994,Counted live,Adult,19
1994,10/27/1994,Counted live,Adult,20
1994,10/28/1994,Counted live,Adult,3
1994,10/29/1994,Counted live,Adult,6
1994,10/30/1994,Counted live,Adult,17
1994,10/31/1994,Counted live,Adult,4
1994,11/1/1994,Counted live,Adult,7
1995,8/6/1995,Counted live,Adult,2
1995,8/7/1995,Counted live,Adult,4
1995,8/8/1995,Counted live,Adult,2
1995,8/9/1995,Counted live,Adult,4
1995,8/10/1995,Counted live,Adult,1
1995,8/11/1995,Counted live,Adult,1
1995,8/13/1995,Counted live,Adult,2
1995,8/14/1995,Counted live,Adult,5
1995,8/15/1995,Counted live,Adult,4
1995,8/16/1995,Counted live,Adult,3
1995,8/17/1995,Counted live,Adult,3
1995,8/18/1995,Counted live,Adult,3
1995,8/19/1995,Counted live,Adult,2
1995,8/20/1995,Counted live,Adult,11
1995,8/21/1995,Counted live,Adult,2
1995,8/22/1995,Counted live,Adult,9
1995,8/23/1995,Counted live,Adult,10
1995,8/24/1995,Counted live,Adult,7
1995,8/25/1995,Counted live,Adult,14
1995,8/26/1995,Counted live,Adult,10
1995,8/27/1995,Counted live,Adult,8
1995,8/28/1995,Counted live,Adult,17
1995,8/29/1995,Counted live,Adult,11
1995,8/30/1995,Counted live,Adult,10
1995,8/31/1995,Counted live,Adult,13
1995,9/1/1995,Counted live,Adult,8
1995,9/2/1995,Counted live,Adult,7
1995,9/3/1995,Counted live,Adult,4
1995,9/4/1995,Counted live,Adult,4
1995,9/5/1995,Counted live,Adult,10
1995,9/6/1995,Counted live,Adult,13
1995,9/7/1995,Counted live,Adult,6
1995,9/8/1995,Counted live,Adult,9
1995,9/9/1995,Counted live,Adult,12
1995,9/10/1995,Counted live,Adult,29
1995,9/13/1995,Counted live,Adult,20
1995,9/14/1995,Counted live,Adult,26
1995,9/15/1995,Counted live,Adult,71
1995,9/16/1995,Counted live,Adult,250
1995,9/17/1995,Counted live,Adult,86
1995,9/18/1995,Counted live,Adult,86
1995,9/19/1995,Counted live,Adult,74
1995,9/20/1995,Counted live,Adult,30
1995,9/21/1995,Counted live,Adult,26
1995,9/22/1995,Counted live,Adult,12
1995,9/23/1995,Counted live,Adult,7
1995,9/24/1995,Counted live,Adult,11
1995,9/25/1995,Counted live,Adult,9
1995,9/26/1995,Counted live,Adult,12
1995,9/27/1995,Counted live,Adult,5
1995,9/28/1995,Counted live,Adult,1
1995,9/29/1995,Counted live,Adult,19
1995,9/30/1995,Counted live,Adult,10
1995,10/1/1995,Counted live,Adult,34
1995,10/2/1995,Counted live,Adult,40
1995,10/3/1995,Counted live,Adult,38
1995,10/4/1995,Counted live,Adult,45
1995,10/5/1995,Counted live,Adult,70
1995,10/6/1995,Counted live,Adult,59
1995,10/7/1995,Counted live,Adult,35
1995,10/15/1995,Counted live,Adult,101
1995,10/16/1995,Counted live,Adult,41
1995,10/17/1995,Counted live,Adult,23
1995,10/18/1995,Counted live,Adult,18
1995,10/19/1995,Counted live,Adult,6
1995,10/20/1995,Counted live,Adult,11
1995,10/21/1995,Counted live,Adult,9
1995,10/22/1995,Counted live,Adult,6
1995,10/23/1995,Counted live,Adult,3
1995,10/24/1995,Counted live,Adult,8
1995,10/26/1995,Counted live,Adult,4
1995,10/27/1995,Counted live,Adult,1
1995,10/28/1995,Counted live,Adult,2
1995,10/29/1995,Counted live,Adult,4
1995,10/30/1995,Counted live,Adult,8
1995,10/31/1995,Counted live,Adult,4
1995,11/1/1995,Counted live,Adult,132
1995,11/2/1995,Counted live,Adult,33
1996,7/28/1996,Counted live,Adult,1
1996,8/4/1996,Counted live,Adult,1
1996,8/5/1996,Counted live,Adult,3
1996,8/8/1996,Counted live,Adult,4
1996,8/10/1996,Counted live,Adult,10
1996,8/11/1996,Counted live,Adult,5
1996,8/12/1996,Counted live,Adult,9
1996,8/13/1996,Counted live,Adult,5
1996,8/14/1996,Counted live,Adult,3
1996,8/15/1996,Counted live,Adult,5
1996,8/16/1996,Counted live,Adult,2
1996,8/17/1996,Counted live,Adult,28
1996,8/18/1996,Counted live,Adult,10
1996,8/19/1996,Counted live,Adult,20
1996,8/20/1996,Counted live,Adult,17
1996,8/21/1996,Counted live,Adult,11
1996,8/22/1996,Counted live,Adult,15
1996,8/23/1996,Counted live,Adult,4
1996,8/24/1996,Counted live,Adult,5
1996,8/25/1996,Counted live,Adult,10
1996,8/26/1996,Counted live,Adult,21
1996,8/27/1996,Counted live,Adult,15
1996,8/28/1996,Counted live,Adult,11
1996,8/29/1996,Counted live,Adult,20
1996,8/30/1996,Counted live,Adult,23
1996,8/31/1996,Counted live,Adult,12
1996,9/1/1996,Counted live,Adult,13
1996,9/2/1996,Counted live,Adult,6
1996,9/3/1996,Counted live,Adult,19
1996,9/4/1996,Counted live,Adult,17
1996,9/5/1996,Counted live,Adult,8
1996,9/6/1996,Counted live,Adult,5
1996,9/7/1996,Counted live,Adult,22
1996,9/8/1996,Counted live,Adult,9
1996,9/9/1996,Counted live,Adult,31
1996,9/10/1996,Counted live,Adult,7
1996,9/11/1996,Counted live,Adult,16
1996,9/12/1996,Counted live,Adult,67
1996,9/13/1996,Counted live,Adult,48
1996,9/14/1996,Counted live,Adult,22
1996,9/15/1996,Counted live,Adult,28
1996,9/16/1996,Counted live,Adult,7
1996,9/17/1996,Counted live,Adult,11
1996,9/18/1996,Counted live,Adult,45
1996,9/19/1996,Counted live,Adult,20
1996,9/20/1996,Counted live,Adult,19
1996,9/21/1996,Counted live,Adult,14
1996,9/22/1996,Counted live,Adult,6
1996,9/23/1996,Counted live,Adult,34
1996,9/24/1996,Counted live,Adult,11
1996,9/25/1996,Counted live,Adult,2
1996,9/26/1996,Counted live,Adult,9
1996,9/27/1996,Counted live,Adult,6
1996,9/28/1996,Counted live,Adult,9
1996,9/29/1996,Counted live,Adult,10
1996,9/30/1996,Counted live,Adult,7
1996,10/1/1996,Counted live,Adult,10
1996,10/2/1996,Counted live,Adult,13
1996,10/3/1996,Counted live,Adult,4
1996,10/4/1996,Counted live,Adult,4
1996,10/5/1996,Counted live,Adult,3
1996,10/6/1996,Counted live,Adult,6
1996,10/7/1996,Counted live,Adult,3
1996,10/8/1996,Counted live,Adult,2
1996,10/9/1996,Counted live,Adult,4
1996,10/10/1996,Counted live,Adult,3
1996,10/11/1996,Counted live,Adult,6
1996,10/12/1996,Counted live,Adult,2
1996,10/16/1996,Counted live,Adult,14
1996,10/17/1996,Counted live,Adult,9
1996,10/18/1996,Counted live,Adult,6
1996,10/19/1996,Counted live,Adult,27
1996,10/20/1996,Counted live,Adult,7
1996,10/26/1996,Counted live,Adult,1
1996,10/27/1996,Counted live,Adult,1
1996,10/28/1996,Counted live,Adult,1
1996,10/30/1996,Counted live,Adult,1
1996,10/31/1996,Counted live,Adult,14
1996,11/1/1996,Counted live,Adult,10
1996,11/3/1996,Counted live,Adult,15
1997,7/31/1997,Counted live,Adult,1
1997,8/1/1997,Counted live,Adult,1
1997,8/3/1997,Counted live,Adult,1
1997,8/9/1997,Counted live,Adult,3
1997,8/10/1997,Counted live,Adult,1
1997,8/16/1997,Counted live,Adult,3
1997,8/17/1997,Counted live,Adult,1
1997,8/18/1997,Counted live,Adult,1
1997,8/20/1997,Counted live,Adult,1
1997,8/21/1997,Counted live,Adult,2
1997,8/22/1997,Counted live,Adult,2
1997,8/23/1997,Counted live,Adult,2
1997,8/24/1997,Counted live,Adult,2
1997,8/25/1997,Counted live,Adult,3
1997,8/26/1997,Counted live,Adult,2
1997,8/27/1997,Counted live,Adult,5
1997,8/28/1997,Counted live,Adult,11
1997,8/29/1997,Counted live,Adult,6
1997,8/30/1997,Counted live,Adult,5
1997,8/31/1997,Counted live,Adult,5
1997,9/1/1997,Counted live,Adult,15
1997,9/2/1997,Counted live,Adult,9
1997,9/3/1997,Counted live,Adult,10
1997,9/4/1997,Counted live,Adult,30
1997,9/5/1997,Counted live,Adult,24
1997,9/6/1997,Counted live,Adult,5
1997,9/7/1997,Counted live,Adult,19
1997,9/8/1997,Counted live,Adult,6
1997,9/9/1997,Counted live,Adult,16
1997,9/10/1997,Counted live,Adult,17
1997,9/11/1997,Counted live,Adult,5
1997,9/12/1997,Counted live,Adult,9
1997,9/13/1997,Counted live,Adult,27
1997,9/14/1997,Counted live,Adult,4
1997,9/15/1997,Counted live,Adult,8
1997,9/16/1997,Counted live,Adult,9
1997,9/17/1997,Counted live,Adult,5
1997,9/18/1997,Counted live,Adult,5
1997,9/19/1997,Counted live,Adult,9
1997,9/20/1997,Counted live,Adult,30
1997,9/21/1997,Counted live,Adult,1
1997,9/22/1997,Counted live,Adult,10
1997,9/23/1997,Counted live,Adult,7
1997,9/24/1997,Counted live,Adult,30
1997,9/25/1997,Counted live,Adult,75
1997,9/26/1997,Counted live,Adult,19
1997,9/27/1997,Counted live,Adult,28
1997,9/28/1997,Counted live,Adult,32
1997,9/29/1997,Counted live,Adult,21
1997,9/30/1997,Counted live,Adult,18
1997,10/1/1997,Counted live,Adult,2
1997,10/2/1997,Counted live,Adult,16
1997,10/3/1997,Counted live,Adult,25
1997,10/5/1997,Counted live,Adult,13
1997,10/6/1997,Counted live,Adult,7
1997,10/7/1997,Counted live,Adult,10
1997,10/8/1997,Counted live,Adult,2
1997,10/9/1997,Counted live,Adult,18
1997,10/10/1997,Counted live,Adult,11
1997,10/11/1997,Counted live,Adult,2
1997,10/12/1997,Counted live,Adult,7
1997,10/13/1997,Counted live,Adult,2
1997,10/15/1997,Counted live,Adult,1
1997,10/18/1997,Counted live,Adult,3
1997,10/20/1997,Counted live,Adult,7
1997,10/21/1997,Counted live,Adult,4
1997,10/22/1997,Counted live,Adult,3
1997,10/23/1997,Counted live,Adult,5
1997,10/24/1997,Counted live,Adult,6
1997,10/27/1997,Counted live,Adult,9
1997,10/28/1997,Counted live,Adult,7
1997,10/30/1997,Counted live,Adult,4
1997,11/1/1997,Counted live,Adult,11
1997,11/3/1997,Counted live,Adult,4
1998,7/22/1998,Counted live,Adult,1
1998,8/9/1998,Counted live,Adult,4
1998,8/10/1998,Counted live,Adult,1
1998,8/11/1998,Counted live,Adult,1
1998,8/13/1998,Counted live,Adult,2
1998,8/15/1998,Counted live,Adult,4
1998,8/16/1998,Counted live,Adult,15
1998,8/17/1998,Counted live,Adult,10
1998,8/18/1998,Counted live,Adult,1
1998,8/19/1998,Counted live,Adult,6
1998,8/20/1998,Counted live,Adult,8
1998,8/22/1998,Counted live,Adult,2
1998,8/23/1998,Counted live,Adult,1
1998,8/26/1998,Counted live,Adult,2
1998,8/27/1998,Counted live,Adult,7
1998,8/28/1998,Counted live,Adult,7
1998,8/30/1998,Counted live,Adult,1
1998,8/31/1998,Counted live,Adult,29
1998,9/1/1998,Counted live,Adult,3
1998,9/2/1998,Counted live,Adult,2
1998,9/3/1998,Counted live,Adult,5
1998,9/4/1998,Counted live,Adult,41
1998,9/5/1998,Counted live,Adult,44
1998,9/6/1998,Counted live,Adult,36
1998,9/7/1998,Counted live,Adult,40
1998,9/11/1998,Counted live,Adult,21
1998,9/14/1998,Counted live,Adult,33
1998,9/16/1998,Counted live,Adult,106
1998,9/17/1998,Counted live,Adult,36
1998,9/18/1998,Counted live,Adult,41
1998,9/19/1998,Counted live,Adult,10
1998,9/20/1998,Counted live,Adult,2
1998,9/21/1998,Counted live,Adult,19
1998,9/22/1998,Counted live,Adult,4
1998,9/23/1998,Counted live,Adult,3
1998,9/25/1998,Counted live,Adult,3
1998,9/26/1998,Counted live,Adult,3
1998,9/30/1998,Counted live,Adult,3
1998,10/1/1998,Counted live,Adult,8
1998,10/2/1998,Counted live,Adult,4
1998,10/3/1998,Counted live,Adult,1
1998,10/4/1998,Counted live,Adult,10
1998,10/6/1998,Counted live,Adult,7
1998,10/7/1998,Counted live,Adult,7
1998,10/8/1998,Counted live,Adult,6
1998,10/9/1998,Counted live,Adult,5
1998,10/10/1998,Counted live,Adult,2
1998,10/11/1998,Counted live,Adult,6
1998,10/12/1998,Counted live,Adult,110
1998,10/13/1998,Counted live,Adult,10
1998,10/14/1998,Counted live,Adult,30
1998,10/15/1998,Counted live,Adult,42
1998,10/16/1998,Counted live,Adult,10
1998,10/17/1998,Counted live,Adult,4
1998,10/18/1998,Counted live,Adult,8
1998,10/19/1998,Counted live,Adult,2
1998,10/20/1998,Counted live,Adult,5
1998,10/23/1998,Counted live,Adult,23
1998,10/24/1998,Counted live,Adult,28
1998,10/25/1998,Counted live,Adult,1
1998,10/26/1998,Counted live,Adult,2
1998,10/27/1998,Counted live,Adult,1
1998,10/28/1998,Counted live,Adult,5
1998,10/29/1998,Counted live,Adult,6
1998,10/30/1998,Counted live,Adult,3
1998,10/31/1998,Counted live,Adult,26
1998,11/1/1998,Counted live,Adult,79
1998,11/2/1998,Counted live,Adult,42
1998,11/3/1998,Counted live,Adult,26
1998,11/4/1998,Counted live,Adult,1
1998,11/5/1998,Counted live,Adult,17
1998,11/6/1998,Counted live,Adult,28
1998,11/7/1998,Counted live,Adult,2
1998,11/8/1998,Counted live,Adult,5
1999,7/17/1999,Counted live,Adult,1
1999,7/22/1999,Counted live,Adult,1
1999,7/23/1999,Counted live,Adult,1
1999,7/28/1999,Counted live,Adult,1
1999,7/29/1999,Counted live,Adult,1
1999,7/30/1999,Counted live,Adult,2
1999,7/31/1999,Counted live,Adult,1
1999,8/1/1999,Counted live,Adult,1
1999,8/2/1999,Counted live,Adult,1
1999,8/8/1999,Counted live,Adult,1
1999,8/10/1999,Counted live,Adult,1
1999,8/11/1999,Counted live,Adult,1
1999,8/12/1999,Counted live,Adult,4
1999,8/14/1999,Counted live,Adult,2
1999,8/15/1999,Counted live,Adult,4
1999,8/16/1999,Counted live,Adult,4
1999,8/17/1999,Counted live,Adult,4
1999,8/18/1999,Counted live,Adult,13
1999,8/19/1999,Counted live,Adult,10
1999,8/20/1999,Counted live,Adult,5
1999,8/21/1999,Counted live,Adult,9
1999,8/22/1999,Counted live,Adult,11
1999,8/23/1999,Counted live,Adult,12
1999,8/24/1999,Counted live,Adult,12
1999,8/25/1999,Counted live,Adult,2
1999,8/26/1999,Counted live,Adult,13
1999,8/27/1999,Counted live,Adult,10
1999,8/28/1999,Counted live,Adult,1
1999,8/29/1999,Counted live,Adult,11
1999,8/30/1999,Counted live,Adult,46
1999,8/31/1999,Counted live,Adult,26
1999,9/1/1999,Counted live,Adult,9
1999,9/2/1999,Counted live,Adult,18
1999,9/3/1999,Counted live,Adult,21
1999,9/4/1999,Counted live,Adult,19
1999,9/5/1999,Counted live,Adult,30
1999,9/6/1999,Counted live,Adult,12
1999,9/7/1999,Counted live,Adult,35
1999,9/8/1999,Counted live,Adult,7
1999,9/9/1999,Counted live,Adult,18
1999,9/10/1999,Counted live,Adult,15
1999,9/11/1999,Counted live,Adult,14
1999,9/12/1999,Counted live,Adult,11
1999,9/13/1999,Counted live,Adult,16
1999,9/14/1999,Counted live,Adult,45
1999,9/15/1999,Counted live,Adult,16
1999,9/16/1999,Counted live,Adult,34
1999,9/17/1999,Counted live,Adult,14
1999,9/18/1999,Counted live,Adult,9
1999,9/19/1999,Counted live,Adult,35
